,estado_abrev,id_municipio,ano,numero_obitos
0,AP,1600000,1996,3
1,AP,1600055,1996,3
2,AP,1600105,1996,12
3,AP,1600154,1996,3
4,AP,1600204,1996,5
5,AP,1600212,1996,2
6,AP,1600238,1996,9
7,AP,1600279,1996,6
8,AP,1600303,1996,1190
9,AP,1600402,1996,17
10,AP,1600501,1996,8
11,AP,1600535,1996,16
12,AP,1600550,1996,1
13,AP,1600600,1996,316
14,AP,1600709,1996,2
15,AC,1200000,1996,4
16,AC,1200013,1996,9
17,AC,1200054,1996,8
18,AC,1200104,1996,46
19,AC,1200138,1996,3
20,AC,1200179,1996,2
21,AC,1200203,1996,305
22,AC,1200252,1996,27
23,AC,1200302,1996,83
24,AC,1200328,1996,1
25,AC,1200336,1996,16
26,AC,1200344,1996,8
27,AC,1200351,1996,4
28,AC,1200385,1996,41
29,AC,1200393,1996,4
30,AC,1200401,1996,1461
31,AC,1200427,1996,4
32,AC,1200450,1996,37
33,AC,1200500,1996,95
34,AC,1200609,1996,50
35,AC,1200708,1996,47
36,AC,1200807,1996,8
37,CE,2300000,1996,390
38,CE,2300101,1996,14
39,CE,2300150,1996,44
40,CE,2300200,1996,207
41,CE,2300309,1996,237
42,CE,2300408,1996,23
43,CE,2300507,1996,25
44,CE,2300606,1996,17
45,CE,2300705,1996,48
46,CE,2300754,1996,93
47,CE,2300804,1996,34
48,CE,2300903,1996,40
49,CE,2301000,1996,89
50,CE,2301109,1996,291
51,CE,2301208,1996,28
52,CE,2301257,1996,20
53,CE,2301307,1996,21
54,CE,2301406,1996,4
55,CE,2301505,1996,22
56,CE,2301604,1996,41
57,CE,2301703,1996,73
58,CE,2301802,1996,37
59,CE,2301851,1996,79
60,CE,2301901,1996,194
61,CE,2301950,1996,16
62,CE,2302008,1996,51
63,CE,2302057,1996,46
64,CE,2302107,1996,128
65,CE,2302206,1996,40
66,CE,2302305,1996,85
67,CE,2302404,1996,77
68,CE,2302503,1996,110
69,CE,2302602,1996,64
70,CE,2302701,1996,133
71,CE,2302800,1996,238
72,CE,2302909,1996,28
73,CE,2303006,1996,10
74,CE,2303105,1996,53
75,CE,2303204,1996,46
76,CE,2303303,1996,39
77,CE,2303402,1996,81
78,CE,2303501,1996,174
79,CE,2303600,1996,32
80,CE,2303659,1996,38
81,CE,2303709,1996,655
82,CE,2303808,1996,158
83,CE,2303907,1996,59
84,CE,2303931,1996,18
85,CE,2303956,1996,70
86,CE,2304004,1996,86
87,CE,2304103,1996,180
88,CE,2304202,1996,341
89,CE,2304236,1996,102
90,CE,2304251,1996,32
91,CE,2304269,1996,21
92,CE,2304277,1996,24
93,CE,2304285,1996,31
94,CE,2304301,1996,43
95,CE,2304350,1996,81
96,CE,2304400,1996,11294
97,CE,2304459,1996,42
98,CE,2304509,1996,31
99,CE,2304608,1996,6
100,CE,2304657,1996,16
101,CE,2304707,1996,36
102,CE,2304806,1996,12
103,CE,2304905,1996,28
104,CE,2304954,1996,22
105,CE,2305001,1996,142
106,CE,2305100,1996,18
107,CE,2305209,1996,17
108,CE,2305233,1996,116
109,CE,2305266,1996,31
110,CE,2305308,1996,111
111,CE,2305332,1996,16
112,CE,2305357,1996,89
113,CE,2305407,1996,156
114,CE,2305506,1996,414
115,CE,2305605,1996,108
116,CE,2305654,1996,67
117,CE,2305704,1996,70
118,CE,2305803,1996,164
119,CE,2305902,1996,209
120,CE,2306009,1996,63
121,CE,2306108,1996,63
122,CE,2306207,1996,19
123,CE,2306256,1996,65
124,CE,2306306,1996,223
125,CE,2306405,1996,338
126,CE,2306504,1996,63
127,CE,2306553,1996,102
128,CE,2306603,1996,41
129,CE,2306702,1996,76
130,CE,2306801,1996,32
131,CE,2306900,1996,109
132,CE,2307007,1996,77
133,CE,2307106,1996,95
134,CE,2307205,1996,10
135,CE,2307254,1996,14
136,CE,2307304,1996,1039
137,CE,2307403,1996,82
138,CE,2307502,1996,174
139,CE,2307601,1996,216
140,CE,2307635,1996,18
141,CE,2307650,1996,352
142,CE,2307700,1996,477
143,CE,2307809,1996,89
144,CE,2307908,1996,30
145,CE,2308005,1996,93
146,CE,2308104,1996,159
147,CE,2308203,1996,70
148,CE,2308302,1996,79
149,CE,2308351,1996,41
150,CE,2308377,1996,36
151,CE,2308401,1996,134
152,CE,2308500,1996,253
153,CE,2308609,1996,17
154,CE,2308708,1996,223
155,CE,2308807,1996,21
156,CE,2308906,1996,62
157,CE,2309003,1996,29
158,CE,2309102,1996,5
159,CE,2309201,1996,48
160,CE,2309300,1996,42
161,CE,2309409,1996,165
162,CE,2309458,1996,26
163,CE,2309508,1996,134
164,CE,2309607,1996,64
165,CE,2309706,1996,48
166,CE,2309805,1996,57
167,CE,2309904,1996,13
168,CE,2310001,1996,39
169,CE,2310100,1996,48
170,CE,2310209,1996,99
171,CE,2310258,1996,72
172,CE,2310308,1996,147
173,CE,2310407,1996,47
174,CE,2310506,1996,110
175,CE,2310605,1996,12
176,CE,2310704,1996,43
177,CE,2310803,1996,66
178,CE,2310852,1996,74
179,CE,2310902,1996,45
180,CE,2310951,1996,42
181,CE,2311009,1996,7
182,CE,2311108,1996,49
183,CE,2311207,1996,38
184,CE,2311231,1996,12
185,CE,2311264,1996,47
186,CE,2311306,1996,279
187,CE,2311355,1996,52
188,CE,2311405,1996,234
189,CE,2311504,1996,14
190,CE,2311603,1996,114
191,CE,2311702,1996,55
192,CE,2311801,1996,228
193,CE,2311900,1996,50
194,CE,2311959,1996,27
195,CE,2312007,1996,100
196,CE,2312106,1996,16
197,CE,2312205,1996,129
198,CE,2312304,1996,192
199,CE,2312403,1996,50
200,CE,2312502,1996,48
201,CE,2312601,1996,18
202,CE,2312700,1996,137
203,CE,2312809,1996,25
204,CE,2312908,1996,613
205,CE,2313005,1996,36
206,CE,2313104,1996,125
207,CE,2313203,1996,91
208,CE,2313252,1996,13
209,CE,2313302,1996,197
210,CE,2313351,1996,25
211,CE,2313401,1996,200
212,CE,2313500,1996,42
213,CE,2313559,1996,59
214,CE,2313609,1996,101
215,CE,2313708,1996,38
216,CE,2313757,1996,43
217,CE,2313807,1996,130
218,CE,2313906,1996,45
219,CE,2313955,1996,53
220,CE,2314003,1996,169
221,CE,2314102,1996,263
222,AM,1300000,1996,70
223,AM,1300029,1996,3
224,AM,1300086,1996,2
225,AM,1300102,1996,4
226,AM,1300144,1996,16
227,AM,1300201,1996,20
228,AM,1300300,1996,30
229,AM,1300409,1996,19
230,AM,1300508,1996,4
231,AM,1300607,1996,2
232,AM,1300631,1996,13
233,AM,1300680,1996,4
234,AM,1300706,1996,57
235,AM,1300839,1996,1
236,AM,1300904,1996,28
237,AM,1301001,1996,93
238,AM,1301100,1996,15
239,AM,1301159,1996,3
240,AM,1301209,1996,52
241,AM,1301308,1996,60
242,AM,1301407,1996,23
243,AM,1301506,1996,27
244,AM,1301605,1996,2
245,AM,1301654,1996,15
246,AM,1301704,1996,15
247,AM,1301803,1996,10
248,AM,1301852,1996,30
249,AM,1301902,1996,155
250,AM,1301951,1996,18
251,AM,1302009,1996,10
252,AM,1302207,1996,2
253,AM,1302306,1996,5
254,AM,1302405,1996,112
255,AM,1302504,1996,138
256,AM,1302553,1996,3
257,AM,1302603,1996,6315
258,AM,1302702,1996,23
259,AM,1302801,1996,2
260,AM,1302900,1996,108
261,AM,1303007,1996,49
262,AM,1303106,1996,11
263,AM,1303205,1996,2
264,AM,1303304,1996,17
265,AM,1303403,1996,110
266,AM,1303536,1996,16
267,AM,1303569,1996,2
268,AM,1303601,1996,5
269,AM,1303809,1996,45
270,AM,1303908,1996,17
271,AM,1303957,1996,4
272,AM,1304005,1996,1
273,AM,1304062,1996,93
274,AM,1304104,1996,24
275,AM,1304203,1996,71
276,AM,1304237,1996,1
277,AM,1304260,1996,2
278,AM,1304302,1996,21
279,AM,1304401,1996,9
280,DF,5300108,1996,8224
281,ES,3200000,1996,429
282,ES,3200102,1996,236
283,ES,3200136,1996,25
284,ES,3200169,1996,30
285,ES,3200201,1996,193
286,ES,3200300,1996,65
287,ES,3200359,1996,37
288,ES,3200409,1996,78
289,ES,3200508,1996,50
290,ES,3200607,1996,295
291,ES,3200706,1996,50
292,ES,3200805,1996,181
293,ES,3200904,1996,217
294,ES,3201001,1996,60
295,ES,3201100,1996,66
296,ES,3201209,1996,959
297,ES,3201308,1996,1818
298,ES,3201407,1996,160
299,ES,3201506,1996,668
300,ES,3201605,1996,113
301,ES,3201704,1996,55
302,ES,3201803,1996,23
303,ES,3201902,1996,175
304,ES,3202009,1996,18
305,ES,3202108,1996,97
306,ES,3202207,1996,69
307,ES,3202306,1996,191
308,ES,3202405,1996,431
309,ES,3202454,1996,103
310,ES,3202504,1996,53
311,ES,3202553,1996,48
312,ES,3202603,1996,64
313,ES,3202652,1996,43
314,ES,3202702,1996,86
315,ES,3202801,1996,263
316,ES,3202900,1996,64
317,ES,3203007,1996,186
318,ES,3203056,1996,96
319,ES,3203106,1996,71
320,ES,3203130,1996,87
321,ES,3203163,1996,42
322,ES,3203205,1996,633
323,ES,3203304,1996,83
324,ES,3203346,1996,55
325,ES,3203353,1996,62
326,ES,3203403,1996,165
327,ES,3203502,1996,125
328,ES,3203601,1996,19
329,ES,3203700,1996,129
330,ES,3203809,1996,104
331,ES,3203908,1996,225
332,ES,3204005,1996,128
333,ES,3204054,1996,174
334,ES,3204104,1996,127
335,ES,3204203,1996,42
336,ES,3204302,1996,54
337,ES,3204351,1996,59
338,ES,3204401,1996,68
339,ES,3204500,1996,69
340,ES,3204559,1996,134
341,ES,3204609,1996,140
342,ES,3204658,1996,38
343,ES,3204708,1996,167
344,ES,3204807,1996,87
345,ES,3204906,1996,380
346,ES,3205002,1996,1343
347,ES,3205036,1996,69
348,ES,3205069,1996,80
349,ES,3205101,1996,279
350,ES,3205150,1996,34
351,ES,3205200,1996,1905
352,ES,3205309,1996,1776
353,BA,2900000,1996,973
354,BA,2900108,1996,45
355,BA,2900207,1996,5
356,BA,2900306,1996,104
357,BA,2900355,1996,21
358,BA,2900405,1996,20
359,BA,2900504,1996,14
360,BA,2900603,1996,25
361,BA,2900702,1996,792
362,BA,2900801,1996,65
363,BA,2900900,1996,43
364,BA,2901007,1996,242
365,BA,2901106,1996,105
366,BA,2901155,1996,45
367,BA,2901205,1996,69
368,BA,2901304,1996,60
369,BA,2901353,1996,23
370,BA,2901403,1996,48
371,BA,2901502,1996,29
372,BA,2901601,1996,52
373,BA,2901700,1996,53
374,BA,2901809,1996,34
375,BA,2901908,1996,86
376,BA,2901957,1996,31
377,BA,2902005,1996,47
378,BA,2902054,1996,48
379,BA,2902104,1996,74
380,BA,2902203,1996,29
381,BA,2902252,1996,18
382,BA,2902302,1996,21
383,BA,2902401,1996,63
384,BA,2902500,1996,49
385,BA,2902609,1996,72
386,BA,2902658,1996,10
387,BA,2902708,1996,148
388,BA,2902807,1996,85
389,BA,2902906,1996,75
390,BA,2903003,1996,32
391,BA,2903102,1996,23
392,BA,2903201,1996,431
393,BA,2903235,1996,51
394,BA,2903300,1996,27
395,BA,2903409,1996,99
396,BA,2903508,1996,59
397,BA,2903607,1996,47
398,BA,2903706,1996,76
399,BA,2903805,1996,99
400,BA,2903904,1996,220
401,BA,2903953,1996,9
402,BA,2904001,1996,49
403,BA,2904050,1996,18
404,BA,2904100,1996,100
405,BA,2904209,1996,16
406,BA,2904308,1996,105
407,BA,2904407,1996,3
408,BA,2904506,1996,70
409,BA,2904605,1996,258
410,BA,2904704,1996,133
411,BA,2904753,1996,30
412,BA,2904803,1996,29
413,BA,2904852,1996,82
414,BA,2904902,1996,166
415,BA,2905008,1996,82
416,BA,2905107,1996,51
417,BA,2905156,1996,18
418,BA,2905206,1996,245
419,BA,2905305,1996,31
420,BA,2905404,1996,18
421,BA,2905503,1996,50
422,BA,2905602,1996,164
423,BA,2905701,1996,560
424,BA,2905800,1996,86
425,BA,2905909,1996,5
426,BA,2906006,1996,72
427,BA,2906105,1996,39
428,BA,2906204,1996,4
429,BA,2906303,1996,66
430,BA,2906402,1996,49
431,BA,2906501,1996,400
432,BA,2906600,1996,62
433,BA,2906709,1996,86
434,BA,2906808,1996,124
435,BA,2906824,1996,31
436,BA,2906857,1996,28
437,BA,2906873,1996,84
438,BA,2906899,1996,23
439,BA,2906907,1996,74
440,BA,2907004,1996,21
441,BA,2907103,1996,140
442,BA,2907202,1996,65
443,BA,2907301,1996,152
444,BA,2907400,1996,3
445,BA,2907509,1996,281
446,BA,2907558,1996,27
447,BA,2907608,1996,88
448,BA,2907707,1996,45
449,BA,2907806,1996,83
450,BA,2907905,1996,51
451,BA,2908002,1996,159
452,BA,2908101,1996,52
453,BA,2908200,1996,98
454,BA,2908309,1996,140
455,BA,2908408,1996,203
456,BA,2908507,1996,10
457,BA,2908606,1996,82
458,BA,2908705,1996,79
459,BA,2908804,1996,11
460,BA,2908903,1996,20
461,BA,2909000,1996,32
462,BA,2909109,1996,35
463,BA,2909208,1996,39
464,BA,2909307,1996,78
465,BA,2909406,1996,24
466,BA,2909505,1996,19
467,BA,2909604,1996,66
468,BA,2909703,1996,37
469,BA,2909802,1996,358
470,BA,2909901,1996,53
471,BA,2910008,1996,24
472,BA,2910057,1996,171
473,BA,2910107,1996,39
474,BA,2910206,1996,37
475,BA,2910305,1996,47
476,BA,2910404,1996,25
477,BA,2910503,1996,140
478,BA,2910602,1996,156
479,BA,2910701,1996,205
480,BA,2910727,1996,346
481,BA,2910750,1996,6
482,BA,2910776,1996,7
483,BA,2910800,1996,1840
484,BA,2910859,1996,35
485,BA,2910909,1996,18
486,BA,2911006,1996,69
487,BA,2911105,1996,30
488,BA,2911204,1996,91
489,BA,2911253,1996,5
490,BA,2911303,1996,33
491,BA,2911402,1996,67
492,BA,2911501,1996,29
493,BA,2911600,1996,123
494,BA,2911659,1996,33
495,BA,2911709,1996,328
496,BA,2911808,1996,4
497,BA,2911857,1996,1
498,BA,2911907,1996,92
499,BA,2912004,1996,31
500,BA,2912103,1996,209
501,BA,2912202,1996,28
502,BA,2912301,1996,72
503,BA,2912400,1996,45
504,BA,2912509,1996,25
505,BA,2912608,1996,29
506,BA,2912707,1996,121
507,BA,2912806,1996,48
508,BA,2912905,1996,68
509,BA,2913002,1996,78
510,BA,2913101,1996,43
511,BA,2913200,1996,121
512,BA,2913309,1996,18
513,BA,2913408,1996,19
514,BA,2913457,1996,31
515,BA,2913507,1996,93
516,BA,2913606,1996,1013
517,BA,2913705,1996,188
518,BA,2913804,1996,78
519,BA,2913903,1996,290
520,BA,2914000,1996,312
521,BA,2914109,1996,42
522,BA,2914208,1996,30
523,BA,2914307,1996,34
524,BA,2914406,1996,7
525,BA,2914505,1996,157
526,BA,2914604,1996,144
527,BA,2914653,1996,95
528,BA,2914703,1996,345
529,BA,2914802,1996,921
530,BA,2914901,1996,19
531,BA,2915007,1996,74
532,BA,2915106,1996,66
533,BA,2915205,1996,49
534,BA,2915304,1996,33
535,BA,2915353,1996,16
536,BA,2915403,1996,7
537,BA,2915502,1996,161
538,BA,2915601,1996,428
539,BA,2915700,1996,43
540,BA,2915809,1996,142
541,BA,2915908,1996,9
542,BA,2916005,1996,52
543,BA,2916104,1996,152
544,BA,2916203,1996,65
545,BA,2916302,1996,62
546,BA,2916401,1996,319
547,BA,2916500,1996,30
548,BA,2916609,1996,44
549,BA,2916708,1996,6
550,BA,2916807,1996,4
551,BA,2916856,1996,50
552,BA,2916906,1996,78
553,BA,2917003,1996,124
554,BA,2917102,1996,110
555,BA,2917201,1996,52
556,BA,2917300,1996,104
557,BA,2917334,1996,25
558,BA,2917359,1996,22
559,BA,2917409,1996,60
560,BA,2917508,1996,373
561,BA,2917607,1996,236
562,BA,2917706,1996,139
563,BA,2917805,1996,36
564,BA,2917904,1996,27
565,BA,2918001,1996,714
566,BA,2918100,1996,102
567,BA,2918209,1996,62
568,BA,2918308,1996,88
569,BA,2918357,1996,60
570,BA,2918407,1996,631
571,BA,2918456,1996,17
572,BA,2918506,1996,3
573,BA,2918555,1996,27
574,BA,2918605,1996,31
575,BA,2918704,1996,15
576,BA,2918753,1996,31
577,BA,2918803,1996,51
578,BA,2918902,1996,19
579,BA,2919009,1996,15
580,BA,2919058,1996,24
581,BA,2919108,1996,22
582,BA,2919157,1996,61
583,BA,2919207,1996,449
584,BA,2919306,1996,34
585,BA,2919405,1996,55
586,BA,2919504,1996,173
587,BA,2919603,1996,62
588,BA,2919702,1996,80
589,BA,2919801,1996,126
590,BA,2919900,1996,6
591,BA,2919926,1996,62
592,BA,2919959,1996,18
593,BA,2920007,1996,16
594,BA,2920106,1996,123
595,BA,2920205,1996,21
596,BA,2920304,1996,31
597,BA,2920403,1996,25
598,BA,2920452,1996,14
599,BA,2920502,1996,104
600,BA,2920601,1996,265
601,BA,2920700,1996,47
602,BA,2920809,1996,40
603,BA,2920908,1996,13
604,BA,2921005,1996,172
605,BA,2921054,1996,34
606,BA,2921104,1996,128
607,BA,2921203,1996,165
608,BA,2921302,1996,39
609,BA,2921401,1996,55
610,BA,2921450,1996,16
611,BA,2921500,1996,111
612,BA,2921609,1996,49
613,BA,2921708,1996,207
614,BA,2921807,1996,45
615,BA,2921906,1996,47
616,BA,2922003,1996,81
617,BA,2922052,1996,24
618,BA,2922102,1996,136
619,BA,2922201,1996,31
620,BA,2922250,1996,15
621,BA,2922300,1996,193
622,BA,2922409,1996,107
623,BA,2922508,1996,192
624,BA,2922607,1996,35
625,BA,2922656,1996,22
626,BA,2922706,1996,45
627,BA,2922730,1996,44
628,BA,2922755,1996,7
629,BA,2922805,1996,18
630,BA,2922854,1996,34
631,BA,2922904,1996,100
632,BA,2923001,1996,53
633,BA,2923035,1996,39
634,BA,2923050,1996,38
635,BA,2923100,1996,30
636,BA,2923209,1996,83
637,BA,2923308,1996,60
638,BA,2923357,1996,28
639,BA,2923407,1996,35
640,BA,2923506,1996,32
641,BA,2923605,1996,10
642,BA,2923704,1996,14
643,BA,2923803,1996,70
644,BA,2923902,1996,84
645,BA,2924009,1996,466
646,BA,2924058,1996,54
647,BA,2924108,1996,51
648,BA,2924207,1996,8
649,BA,2924306,1996,127
650,BA,2924405,1996,1
651,BA,2924504,1996,46
652,BA,2924603,1996,65
653,BA,2924652,1996,44
654,BA,2924678,1996,14
655,BA,2924702,1996,41
656,BA,2924801,1996,115
657,BA,2924900,1996,35
658,BA,2925006,1996,106
659,BA,2925105,1996,234
660,BA,2925204,1996,117
661,BA,2925253,1996,17
662,BA,2925303,1996,266
663,BA,2925402,1996,25
664,BA,2925501,1996,123
665,BA,2925600,1996,25
666,BA,2925709,1996,35
667,BA,2925758,1996,31
668,BA,2925808,1996,87
669,BA,2925907,1996,38
670,BA,2925931,1996,22
671,BA,2925956,1996,74
672,BA,2926004,1996,5
673,BA,2926103,1996,66
674,BA,2926202,1996,57
675,BA,2926301,1996,128
676,BA,2926400,1996,93
677,BA,2926509,1996,29
678,BA,2926608,1996,129
679,BA,2926657,1996,2
680,BA,2926707,1996,57
681,BA,2926806,1996,25
682,BA,2926905,1996,2
683,BA,2927002,1996,156
684,BA,2927101,1996,17
685,BA,2927200,1996,262
686,BA,2927309,1996,49
687,BA,2927408,1996,12899
688,BA,2927507,1996,106
689,BA,2927606,1996,48
690,BA,2927705,1996,25
691,BA,2927804,1996,18
692,BA,2927903,1996,76
693,BA,2928000,1996,98
694,BA,2928059,1996,65
695,BA,2928109,1996,138
696,BA,2928208,1996,80
697,BA,2928307,1996,60
698,BA,2928406,1996,85
699,BA,2928505,1996,37
700,BA,2928604,1996,407
701,BA,2928703,1996,496
702,BA,2928802,1996,271
703,BA,2928901,1996,47
704,BA,2928950,1996,33
705,BA,2929008,1996,93
706,BA,2929057,1996,30
707,BA,2929107,1996,135
708,BA,2929206,1996,88
709,BA,2929255,1996,44
710,BA,2929305,1996,183
711,BA,2929354,1996,30
712,BA,2929370,1996,24
713,BA,2929404,1996,21
714,BA,2929503,1996,203
715,BA,2929602,1996,80
716,BA,2929701,1996,86
717,BA,2929750,1996,6
718,BA,2929800,1996,72
719,BA,2929909,1996,67
720,BA,2930006,1996,23
721,BA,2930105,1996,377
722,BA,2930154,1996,45
723,BA,2930204,1996,8
724,BA,2930303,1996,59
725,BA,2930402,1996,5
726,BA,2930501,1996,380
727,BA,2930600,1996,29
728,BA,2930709,1996,396
729,BA,2930758,1996,10
730,BA,2930766,1996,20
731,BA,2930774,1996,48
732,BA,2930808,1996,61
733,BA,2930907,1996,31
734,BA,2931004,1996,58
735,BA,2931053,1996,2
736,BA,2931103,1996,45
737,BA,2931202,1996,56
738,BA,2931301,1996,57
739,BA,2931350,1996,507
740,BA,2931400,1996,49
741,BA,2931509,1996,67
742,BA,2931608,1996,17
743,BA,2931707,1996,64
744,BA,2931806,1996,90
745,BA,2931905,1996,116
746,BA,2932002,1996,14
747,BA,2932101,1996,139
748,BA,2932200,1996,170
749,BA,2932309,1996,129
750,BA,2932408,1996,12
751,BA,2932457,1996,1
752,BA,2932507,1996,105
753,BA,2932606,1996,62
754,BA,2932705,1996,136
755,BA,2932804,1996,74
756,BA,2932903,1996,390
757,BA,2933000,1996,84
758,BA,2933059,1996,57
759,BA,2933109,1996,40
760,BA,2933158,1996,26
761,BA,2933174,1996,29
762,BA,2933208,1996,95
763,BA,2933257,1996,13
764,BA,2933307,1996,1327
765,BA,2933406,1996,16
766,BA,2933455,1996,36
767,BA,2933505,1996,41
768,BA,2933604,1996,137
769,MG,3100000,1996,204
770,MG,3100104,1996,39
771,MG,3100203,1996,118
772,MG,3100302,1996,129
773,MG,3100401,1996,27
774,MG,3100500,1996,105
775,MG,3100609,1996,61
776,MG,3100708,1996,7
777,MG,3100807,1996,21
778,MG,3100906,1996,108
779,MG,3101003,1996,46
780,MG,3101102,1996,147
781,MG,3101201,1996,50
782,MG,3101300,1996,16
783,MG,3101409,1996,3
784,MG,3101508,1996,268
785,MG,3101607,1996,433
786,MG,3101631,1996,20
787,MG,3101706,1996,202
788,MG,3101805,1996,43
789,MG,3101904,1996,117
790,MG,3102001,1996,94
791,MG,3102100,1996,118
792,MG,3102209,1996,36
793,MG,3102308,1996,139
794,MG,3102407,1996,21
795,MG,3102506,1996,9
796,MG,3102605,1996,216
797,MG,3102704,1996,26
798,MG,3102803,1996,96
799,MG,3102902,1996,74
800,MG,3103009,1996,68
801,MG,3103108,1996,10
802,MG,3103207,1996,4
803,MG,3103306,1996,7
804,MG,3103405,1996,175
805,MG,3103504,1996,630
806,MG,3103603,1996,3
807,MG,3103702,1996,40
808,MG,3103751,1996,20
809,MG,3103801,1996,15
810,MG,3103900,1996,37
811,MG,3104007,1996,509
812,MG,3104106,1996,49
813,MG,3104205,1996,171
814,MG,3104304,1996,91
815,MG,3104403,1996,28
816,MG,3104502,1996,11
817,MG,3104601,1996,15
818,MG,3104700,1996,67
819,MG,3104809,1996,13
820,MG,3104908,1996,130
821,MG,3105004,1996,43
822,MG,3105103,1996,158
823,MG,3105202,1996,1
824,MG,3105301,1996,31
825,MG,3105400,1996,141
826,MG,3105509,1996,25
827,MG,3105608,1996,678
828,MG,3105707,1996,45
829,MG,3105905,1996,144
830,MG,3106002,1996,55
831,MG,3106101,1996,8
832,MG,3106200,1996,13448
833,MG,3106309,1996,100
834,MG,3106408,1996,49
835,MG,3106507,1996,108
836,MG,3106606,1996,26
837,MG,3106705,1996,1156
838,MG,3106804,1996,31
839,MG,3106903,1996,109
840,MG,3107000,1996,13
841,MG,3107109,1996,234
842,MG,3107208,1996,36
843,MG,3107307,1996,229
844,MG,3107406,1996,210
845,MG,3107505,1996,52
846,MG,3107604,1996,19
847,MG,3107703,1996,35
848,MG,3107802,1996,105
849,MG,3107901,1996,52
850,MG,3108008,1996,137
851,MG,3108107,1996,73
852,MG,3108206,1996,44
853,MG,3108305,1996,124
854,MG,3108404,1996,90
855,MG,3108503,1996,14
856,MG,3108602,1996,132
857,MG,3108701,1996,40
858,MG,3108800,1996,40
859,MG,3108909,1996,121
860,MG,3109006,1996,135
861,MG,3109105,1996,69
862,MG,3109204,1996,62
863,MG,3109303,1996,86
864,MG,3109402,1996,86
865,MG,3109501,1996,90
866,MG,3109600,1996,16
867,MG,3109709,1996,68
868,MG,3109808,1996,3
869,MG,3109907,1996,10
870,MG,3110004,1996,226
871,MG,3110103,1996,8
872,MG,3110202,1996,23
873,MG,3110301,1996,115
874,MG,3110400,1996,21
875,MG,3110509,1996,136
876,MG,3110608,1996,175
877,MG,3110707,1996,87
878,MG,3110806,1996,30
879,MG,3110905,1996,119
880,MG,3111002,1996,117
881,MG,3111101,1996,132
882,MG,3111200,1996,365
883,MG,3111309,1996,85
884,MG,3111408,1996,7
885,MG,3111507,1996,4
886,MG,3111606,1996,118
887,MG,3111705,1996,10
888,MG,3111804,1996,49
889,MG,3111903,1996,32
890,MG,3112000,1996,81
891,MG,3112109,1996,18
892,MG,3112208,1996,22
893,MG,3112307,1996,211
894,MG,3112406,1996,33
895,MG,3112505,1996,42
896,MG,3112604,1996,80
897,MG,3112653,1996,17
898,MG,3112703,1996,24
899,MG,3112802,1996,36
900,MG,3112901,1996,53
901,MG,3113008,1996,5
902,MG,3113107,1996,7
903,MG,3113206,1996,150
904,MG,3113305,1996,376
905,MG,3113404,1996,596
906,MG,3113503,1996,48
907,MG,3113602,1996,38
908,MG,3113701,1996,128
909,MG,3113800,1996,10
910,MG,3113909,1996,64
911,MG,3114006,1996,76
912,MG,3114105,1996,66
913,MG,3114204,1996,81
914,MG,3114303,1996,162
915,MG,3114402,1996,112
916,MG,3114501,1996,92
917,MG,3114550,1996,44
918,MG,3114600,1996,32
919,MG,3114709,1996,20
920,MG,3114808,1996,3
921,MG,3114907,1996,13
922,MG,3115003,1996,12
923,MG,3115102,1996,120
924,MG,3115201,1996,21
925,MG,3115300,1996,46
926,MG,3115409,1996,26
927,MG,3115458,1996,27
928,MG,3115508,1996,147
929,MG,3115706,1996,4
930,MG,3115805,1996,56
931,MG,3115904,1996,33
932,MG,3116001,1996,22
933,MG,3116100,1996,63
934,MG,3116209,1996,23
935,MG,3116308,1996,33
936,MG,3116407,1996,11
937,MG,3116506,1996,32
938,MG,3116605,1996,131
939,MG,3116704,1996,49
940,MG,3116803,1996,75
941,MG,3116902,1996,6
942,MG,3117009,1996,31
943,MG,3117108,1996,65
944,MG,3117207,1996,8
945,MG,3117306,1996,112
946,MG,3117405,1996,32
947,MG,3117504,1996,111
948,MG,3117603,1996,32
949,MG,3117702,1996,85
950,MG,3117801,1996,49
951,MG,3117900,1996,42
952,MG,3118007,1996,259
953,MG,3118106,1996,27
954,MG,3118205,1996,44
955,MG,3118304,1996,649
956,MG,3118403,1996,173
957,MG,3118502,1996,8
958,MG,3118601,1996,2563
959,MG,3118700,1996,55
960,MG,3118809,1996,160
961,MG,3118908,1996,42
962,MG,3119005,1996,14
963,MG,3119104,1996,132
964,MG,3119203,1996,58
965,MG,3119302,1996,151
966,MG,3119401,1996,449
967,MG,3119500,1996,36
968,MG,3119609,1996,22
969,MG,3119708,1996,24
970,MG,3119807,1996,22
971,MG,3119906,1996,24
972,MG,3120003,1996,27
973,MG,3120102,1996,25
974,MG,3120201,1996,71
975,MG,3120300,1996,17
976,MG,3120409,1996,31
977,MG,3120508,1996,74
978,MG,3120607,1996,37
979,MG,3120706,1996,7
980,MG,3120805,1996,82
981,MG,3120904,1996,426
982,MG,3121001,1996,22
983,MG,3121100,1996,59
984,MG,3121209,1996,30
985,MG,3121308,1996,34
986,MG,3121407,1996,23
987,MG,3121506,1996,27
988,MG,3121605,1996,240
989,MG,3121704,1996,6
990,MG,3121803,1996,70
991,MG,3121902,1996,18
992,MG,3122009,1996,157
993,MG,3122108,1996,24
994,MG,3122207,1996,44
995,MG,3122306,1996,851
996,MG,3122405,1996,38
